Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
C8Crfa4;targeted style smith close-grip bench press;Press de banca con agarre cerrado en Multipower (dirigido);triceps;upper arms;smith machine;https://static.exercisedb.dev/media/C8Crfa4.gif;Step:1 Adjust the seat height and position yourself on the bench with your feet flat on the ground. | Step:2 Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Step:3 Lower the barbell towards your chest, keeping your elbows close to your body. Focus on targeted movement. | Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta la altura del banco y túmbate centrado en la máquina Multipower.
Step:2 Sujeta la barra con agarre estrecho, un poco más cerrado que la anchura de tus hombros.
Step:3 Baja la barra hacia tu pecho manteniendo los codos pegados al cuerpo. Dirige mentalmente el esfuerzo únicamente a los tríceps.
Step:4 Haz una pausa abajo y empuja la barra de nuevo hacia arriba con potencia.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";chest, shoulders
iFsqlCD;prone medicine ball close grip push up;Flexiones con manos juntas sobre balón medicinal;triceps;upper arms;medicine ball;https://static.exercisedb.dev/media/iFsqlCD.gif;Step:1 Start in a high plank position with your hands on the medicine ball, shoulder-width apart. | Step:2 Lower your body towards the ground by bending your elbows, keeping them close to your sides. | Step:3 Push back up to the starting position, fully extending your arms. | Step:4 Repeat for the desired number of repetitions. Maintain prone form throughout.;"Step:1 Empieza en posición de plancha alta apoyando las manos juntas sobre el balón medicinal.
Step:2 Baja el cuerpo hacia el balón medicinal flexionando los codos y manteniéndolos pegados al tronco.
Step:3 Empuja con fuerza para volver arriba estirando los brazos por completo.
Step:4 Repite el movimiento manteniendo la estabilidad sobre el balón y la posición alineada.";chest, shoulders
9ZGnq1w;triceps dip (between benches) - extreme variation;Fondos de tríceps entre bancos (rango máximo);triceps;upper arms;body weight;https://static.exercisedb.dev/media/9ZGnq1w.gif;Step:1 Sit on a bench with your hands gripping the edge of the bench, fingers pointing forward. | Step:2 (extreme variation) Slide your butt off the bench, supporting your weight with your hands. | Step:3 Bend your elbows and lower your body towards the ground, keeping your back close to the bench. | Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Coloca dos bancos paralelos. Siéntate en uno y apoya los pies en el otro.
Step:2 Sujeta el borde del banco en el que estás sentado con las manos. Realiza el movimiento con el máximo rango posible.
Step:3 Baja el cuerpo flexionando los codos hacia el suelo (puedes añadir lastre sobre tus muslos).
Step:4 Haz una pausa en el punto más bajo y empuja con fuerza para volver arriba.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";chest, shoulders
qU8bYp7;rough cable standing one arm triceps extension;Extensión de tríceps a una mano en polea (movimiento intenso);triceps;upper arms;cable;https://static.exercisedb.dev/media/qU8bYp7.gif;Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground. | Step:3 Keep your elbow stationary and close to your body. | Step:4 Slowly bend your elbow, lowering the cable handle towards the back of your head. | Step:5 Pause for a moment at the bottom of the movement, then extend your arm back to the starting position. Focus on rough movement. | Step:6 Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.;"Step:1 Ponte frente a la máquina de poleas con los pies a la anchura de los hombros.
Step:2 Sujeta el agarre con la mano derecha y posiciona el brazo paralelo al suelo.
Step:3 Mantén el codo inmóvil y pegado al cuerpo.
Step:4 Flexiona el codo llevando el peso hacia la nuca con un movimiento fluido e intenso.
Step:5 Haz una pausa abajo y extiende el brazo de nuevo con fuerza controlada.
Step:6 Repite las veces necesarias y cambia de brazo.";shoulders
I6Ca0a7;complete style ez bar lying close grip triceps extension behind head;Press francés tras nuca con barra EZ (rango completo);triceps;upper arms;ez barbell;https://static.exercisedb.dev/media/I6Ca0a7.gif;Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold the ez barbell with a close grip, palms facing up, and extend your arms straight up over your chest. | Step:3 Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows. | Step:4 Pause for a moment, then extend your arms back up to the starting position. Maintain complete form throughout. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Túmbate en un banco plano con los pies apoyados y la cabeza al borde.
Step:2 Sujeta la barra EZ con agarre cerrado (supino) y extiende los brazos sobre el pecho.
Step:3 Manteniendo los brazos quietos, baja la barra lentamente por detrás de la cabeza realizando el rango de movimiento completo.
Step:4 Haz una pausa y extiende los brazos de nuevo a la posición inicial. Mantén una técnica impecable.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";shoulders
7WcQgkm;smith machine incline tricep extension - straight variation;Extensión de tríceps inclinada en Multipower (recto);triceps;upper arms;smith machine;https://static.exercisedb.dev/media/7WcQgkm.gif;Step:1 Adjust the seat of the smith machine so that the bar is at shoulder height. | Step:2 Sit on the bench with your back against the pad and your feet flat on the ground. | Step:3 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Extend your arms fully, lifting the bar off the rack and holding it directly above your chest. Focus on straight movement. | Step:5 Lower the bar slowly towards your forehead, keeping your elbows close to your head. | Step:6 Pause for a moment at the bottom, then push the bar back up to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 Ajusta el banco inclinado en la máquina Multipower para que la barra baje hacia tu frente.
Step:2 Siéntate apoyando la espalda y los pies firmes.
Step:3 Sujeta la barra con agarre prono a la anchura de los hombros.
Step:4 Saca la barra y bájala de forma controlada siguiendo el carril de la máquina.
Step:5 Baja hasta la frente manteniendo los codos cerrados y paralelos.
Step:6 Haz una pausa y empuja la barra hacia arriba hasta estirar los brazos por completo.
Step:7 Repite el movimiento durante el número de repeticiones deseado.";shoulders
1IFV9h3;push-up on lower arms - resistance variation;Flexiones de tríceps sobre antebrazos (resistencia);triceps;upper arms;body weight;https://static.exercisedb.dev/media/1IFV9h3.gif;Step:1 Start in a plank position with your forearms on the ground and elbows directly below your shoulders. | Step:2 Engage your core and keep your body in a straight line from head to toe. | Step:3 Lower your chest towards the ground by bending your elbows, keeping them close to your body. Emphasize resistance control. | Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Empieza en posición de plancha con los antebrazos apoyados y los codos bajo los hombros.
Step:2 Activa el core y mantén el cuerpo alineado de cabeza a talones.
Step:3 Baja el pecho hacia el suelo flexionando los codos. Concéntrate en mantener una tensión constante para mejorar la resistencia.
Step:4 Haz una pausa abajo y empuja para volver arriba con control.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";chest, shoulders
OJFgZJ0;dynamic style barbell lying back of the head tricep extension;Press francés dinámico con barra (tras nuca);triceps;upper arms;barbell;https://static.exercisedb.dev/media/OJFgZJ0.gif;Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold a barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Step:3 Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows. Maintain dynamic form throughout. | Step:4 Pause for a moment, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Túmbate en un banco con los pies apoyados en el suelo y la cabeza al borde del mismo.
Step:2 Sujeta una barra con un agarre prono, con las manos a la anchura de los hombros, y extiende los brazos sobre el pecho.
Step:3 Manteniendo los brazos quietos, baja lentamente la barra por detrás de tu cabeza flexionando los codos. Mantén un ritmo dinámico y fluido.
Step:4 Haz una pausa un momento y extiende los brazos de nuevo a la posición inicial.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";shoulders
7R4NIjL;assisted standing triceps extension (with towel) with horizontal;Extensión de tríceps asistida con toalla (posición horizontal);triceps;upper arms;assisted;https://static.exercisedb.dev/media/7R4NIjL.gif;Step:1 Stand with your feet shoulder-width apart and hold a towel with both hands behind your head. | Step:2 Keep your elbows close to your ears and your upper arms stationary. | Step:3 (horizontal variation) Slowly extend your forearms upward, squeezing your triceps at the top. | Step:4 Pause for a moment, then slowly lower the towel back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y sujeta una toalla con ambas manos por detrás de tu cabeza.
Step:2 Mantén los codos cerca de las orejas y los brazos (parte superior) inmóviles.
Step:3 Extiende lentamente los antebrazos hacia arriba en un plano horizontal, apretando los tríceps al final.
Step:4 Haz una pausa un momento y baja lentamente la toalla a la posición inicial.
Step:5 Repite el movimiento durante el número de repeticiones deseado.";shoulders
W7yh3Yo;wall style dumbbell one arm french press on exercise ball;Press francés a una mano con mancuerna sobre fitball (estilo pared);triceps;upper arms;dumbbell;https://static.exercisedb.dev/media/W7yh3Yo.gif;Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing up and your elbow bent at a 90-degree angle. Focus on wall movement. | Step:3 Extend your arm straight up towards the ceiling, keeping your elbow stationary. | Step:4 Slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.;"Step:1 Siéntate en un fitball con los pies apoyados y la espalda recta.
Step:2 Sujeta una mancuerna con una mano (palma hacia arriba) y flexiona el codo a 90 grados. Imagina que el brazo se desliza contra una pared invisible para mantener la verticalidad.
Step:3 Extiende el brazo totalmente hacia el techo, manteniendo el codo fijo.
Step:4 Baja lentamente la mancuerna a la posición inicial.
Step:5 Repite las veces necesarias y cambia de brazo.";shoulders
VsopqcV;macro style close-grip push-up;Flexiones con agarre cerrado (estilo macro);triceps;upper arms;body weight;https://static.exercisedb.dev/media/VsopqcV.gif;Step:1 Start in a high plank position with your hands placed close together, directly under your shoulders. | Step:2 Engage your core and lower your body towards the ground, keeping your elbows close to your sides. | Step:3 Push through your palms to extend your arms and return to the starting position. Maintain macro form throughout. | Step:4 Repeat for the desired number of repetitions.;"Step:1 Empieza en posición de plancha alta con las manos juntas, justo debajo de los hombros.
Step:2 Activa el core y baja el cuerpo hacia el suelo, manteniendo los codos pegados a los costados.
Step:3 Empuja con las palmas para extender los brazos y volver arriba. Mantén una ejecución lenta y controlada (estilo macro).
Step:4 Repite el movimiento durante el número de repeticiones deseado.";chest, shoulders
